,Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1836,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5MAF,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1837,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5MAF,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.83969999999999,,7.12619999999999,,7.6244,,7.6679,,7.6569
1838,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5MAF,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.21349999999999,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1839,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5MAF,Primary Energy|Coal,EJ/yr,4.2024,4.4269,4.0816,3.7856,4.4629,6.8828,10.2357,14.6037,21.2124,26.2503,27.3518,28.943,,33.0318,,38.6175,,42.4929,,43.1317
1840,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5MAF,Primary Energy|Gas,EJ/yr,11.1886,16.5591,20.8663,22.6278,24.2887,26.3989,28.6367,30.6632,32.8383,35.1438,37.8103,40.232,,40.688,,37.4672,,31.7556,,27.5321
1841,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5MAF,Primary Energy|Oil,EJ/yr,18.8742,21.2138,22.5545,22.9881,24.7118,28.0544,31.2131,33.5569999999999,35.5794,37.0071,37.3163,36.552,,34.7392,,34.15,,33.7612,,32.3358
1842,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5OECD90+EU,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.85349999999999,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.80429999999999
1843,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5OECD90+EU,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.93319999999999,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.66789999999999,,7.6569
1844,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5OECD90+EU,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5090999999999,15.1815999999999,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1845,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5OECD90+EU,Primary Energy|Coal,EJ/yr,49.4896,40.7403,33.0552,28.8905,24.5371,19.9223,17.6366999999999,16.7491,17.4728,19.1777,20.7774,23.1569,,29.1368,,33.6043,,32.4817,,27.7899
1846,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5OECD90+EU,Primary Energy|Gas,EJ/yr,44.9022,50.5278,51.3222,49.7688,49.1257,48.1921,48.4742,46.6064,44.7124,42.1006,37.8866,34.7069,,29.2476,,27.0156,,22.6683,,20.3988
1847,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5OECD90+EU,Primary Energy|Oil,EJ/yr,89.417,85.9906,79.6238,73.5901,69.3596,66.1167,62.5396,56.8237,48.7348,40.4397,34.6911999999999,29.8396,,19.3066,,10.5136,,7.3237,,6.5598
1848,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5REF,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1849,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5REF,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.65689999999999
1850,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5REF,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1851,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5REF,Primary Energy|Coal,EJ/yr,7.2591,8.6145,9.4057,9.4195,9.1448,8.9051,8.8377,8.9233,9.6537,10.9021,12.0488,13.1437,,15.2492,,14.4602,,11.5158,,8.8077
1852,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5REF,Primary Energy|Gas,EJ/yr,19.1814,18.5161,18.1443,17.4934,17.7205,19.2758,20.9994,22.0606,22.4572,22.3882,21.3611,20.0115,,16.8929,,14.7647,,12.6675,,10.7715
1853,REMIND-MAgPIE 2.1-4.2,Current Policies ,R5REF,Primary Energy|Oil,EJ/yr,6.4927,8.115,9.2516,9.6242,9.9551,10.4805,10.421,9.3483,7.8235,6.1311,4.6845,3.5056,,1.6015,,0.3147,,0.2518,,0.2439
1854,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CAZ,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1855,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CAZ,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1856,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CAZ,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1857,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CAZ,Primary Energy|Coal,EJ/yr,3.6197,3.0711,2.7458,2.0857,1.5611,1.2524,1.1282,1.1581,1.2104,1.4313,1.685,2.0151,,2.6855,,2.7634,,2.1291,,1.2746
1858,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CAZ,Primary Energy|Gas,EJ/yr,3.2496,3.2559,3.282,3.2161,3.2198,3.3374,3.29,3.165,3.1114,2.97899999999999,2.7394,2.5567,,2.4007,,2.3142,,1.9738,,1.8787
1859,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CAZ,Primary Energy|Oil,EJ/yr,6.5809,6.8437,6.8603,6.6273,6.3923,6.2232,5.9169,5.4293,4.7215,3.827,3.058,2.4347,,1.8015,,1.663,,1.7887,,1.9749
1860,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CHA,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1861,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CHA,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1862,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CHA,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1863,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CHA,Primary Energy|Coal,EJ/yr,54.9694,72.6561,84.8851,83.9441,80.771,76.3093,70.8234,63.9563,57.8694,53.695,49.7274,45.6369,,40.4313,,34.3315,,23.2211,,13.5252
1864,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CHA,Primary Energy|Gas,EJ/yr,1.1081,2.4078,7.2268,15.8695,16.9606,18.2711,19.003,18.5769,18.27,17.7642,15.3399,11.6666,,7.4014,,6.1223,,5.5462,,4.9285
1865,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|CHA,Primary Energy|Oil,EJ/yr,15.5508,19.8,23.7087,26.9541,31.7329,36.6665,39.3249,39.4048,36.586,31.6691,26.3414,20.9967,,10.6539,,2.7445,,0.3484,,0.1856
1866,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|EUR,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1867,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|EUR,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1868,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|EUR,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1869,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|EUR,Primary Energy|Coal,EJ/yr,14.4828,11.9282,9.4165,7.1221,4.9838,3.8227,2.9741,2.4244,2.1289,1.8723,1.7068,1.7595,,1.8725,,1.6988,,1.4939,,1.3301
1870,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|EUR,Primary Energy|Gas,EJ/yr,18.0408,18.1021,15.5943,14.5154,14.6531,14.4493,14.6184,14.2703,13.5322,13.1815,12.4732,12.0072,,10.913,,9.7569,,8.0367,,7.1538
1871,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|EUR,Primary Energy|Oil,EJ/yr,29.9502,28.4408,25.5518,23.1702,21.5451,20.4038,19.1895,17.0567,14.2191,11.7822,10.2982,9.3309,,6.565,,3.5284,,2.2077,,1.4786
1872,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|IND,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1873,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|IND,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1874,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|IND,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1875,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|IND,Primary Energy|Coal,EJ/yr,8.0275,11.8666,16.4446,21.2584,26.4447,30.485,32.0574,33.6124,34.3795,34.7401,35.2147,35.8794,,40.3943,,50.1763,,55.5322,,55.0649
1876,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|IND,Primary Energy|Gas,EJ/yr,0.993,1.5727,2.0444,2.2166,2.4867,2.8216,3.0921,3.3266,3.4612,3.9767,4.7384,5.6031,,7.2077,,8.821,,9.1189,,8.617
1877,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|IND,Primary Energy|Oil,EJ/yr,5.1324,6.4058,7.9976,9.7027,12.6555,16.6995,20.2017,22.4425,23.6004,23.7121,22.2248,19.4643,,12.6203,,5.6792,,2.1609,,1.0835
1878,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|JPN,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1879,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|JPN,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1880,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|JPN,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1881,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|JPN,Primary Energy|Coal,EJ/yr,5.5773,4.9786,5.016,4.4861,4.0754,3.9383,3.6624,3.3617,3.1071,2.7908,2.3517,2.008,,1.3389,,0.9383,,0.5468,,0.4352
1882,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|JPN,Primary Energy|Gas,EJ/yr,2.7865,4.453,4.361,3.9233,3.27699999999999,2.6307,2.3703,1.9876,1.7387,1.5331,1.2736,1.1821,,1.2584,,1.3632,,1.1316,,0.9247
1883,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|JPN,Primary Energy|Oil,EJ/yr,10.1084,9.3783,8.2552,6.9559,6.3673,5.8194,5.3559,4.7982,4.1427,3.5496,3.1765,2.7776,,1.9426,,1.2415,,0.8998,,0.7849
1884,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|LAM,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1885,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|LAM,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1886,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|LAM,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1887,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|LAM,Primary Energy|Coal,EJ/yr,1.7543,2.2768,3.0582,3.5851,4.2651,5.1727,5.6383,5.8107,6.1413,7.0657,8.259,9.5946,,12.8859,,17.2982,,19.3373,,17.8545
1888,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|LAM,Primary Energy|Gas,EJ/yr,5.136,5.9759,6.2981,6.4485,6.77,7.2021,7.4368,7.3876,7.2842,7.2106,7.0996,6.6753,,5.335,,4.7918,,4.2332,,3.9928
1889,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|LAM,Primary Energy|Oil,EJ/yr,13.8958,15.6272,16.5159,15.9799,15.6813,15.9982,16.6203,16.9473,16.6325,15.5111,13.6182,11.525,,8.0127,,3.9768,,1.3019,,0.3575
1890,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|MEA,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1891,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|MEA,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1892,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|MEA,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1893,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|MEA,Primary Energy|Coal,EJ/yr,0.7057,0.7652,0.7993,0.7008,0.5954,0.6451,0.76,1.2019,1.8446,2.8359,4.1384,5.6767,,9.6507,,14.997,,19.104,,20.9456
1894,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|MEA,Primary Energy|Gas,EJ/yr,10.6957,15.8319,20.0049,21.5597,22.7053,23.8799,24.9267,25.6997,26.6722,27.7693,29.1604,30.4255,,30.1199,,27.3255,,22.0785,,17.5584
1895,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|MEA,Primary Energy|Oil,EJ/yr,16.1438,17.9797,18.8153,18.8874,19.7251,21.4269,22.8169999999999,23.6397,24.1706,23.9571,22.7361,20.8194,,16.7512,,12.8752,,9.6381,,7.1843
1896,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|NEU,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1897,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|NEU,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1898,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|NEU,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1899,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|NEU,Primary Energy|Coal,EJ/yr,1.6459,1.5503,1.4932,1.7386,1.7204,1.68699999999999,1.6169,1.4716,1.3291,1.3676,1.3369,1.3026,,1.1084,,0.8669,,0.6277,,0.4626
1900,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|NEU,Primary Energy|Gas,EJ/yr,1.1866,1.5648,1.8391,1.8883,2.1663,2.4979,2.7539,2.8917,2.9834,3.0699,3.1601,3.1979,,2.9524,,2.7311,,2.3887,,2.1813
1901,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|NEU,Primary Energy|Oil,EJ/yr,2.5802,2.7459,2.8167,2.78899999999999,2.8181,2.9017,2.9255,2.7986,2.5638,2.3086,2.121,2.0192,,1.8871,,1.6062,,1.2842,,0.8617
1902,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|OAS,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1903,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|OAS,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1904,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|OAS,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1905,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|OAS,Primary Energy|Coal,EJ/yr,5.7817,6.3988,7.5658,9.8858,12.7688,15.2612,17.0291,18.9057,21.1944,24.2305,27.885,31.9653,,41.8888,,51.6795,,52.0399,,46.492
1906,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|OAS,Primary Energy|Gas,EJ/yr,6.0565,7.9839,9.1892,10.2253,11.6958,13.5256,14.9852,15.7452,16.3244,17.1888,17.8673,18.1621,,18.0226,,17.0966,,14.4065,,11.7369
1907,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|OAS,Primary Energy|Oil,EJ/yr,14.4366,16.4123,18.0483,19.1981,21.0783,23.7756,26.0657,27.0236,26.4512,24.2019,20.9087,17.4651,,10.3505,,3.7451,,0.9917,,0.8863
1908,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|REF,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1909,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|REF,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1910,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|REF,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1911,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|REF,Primary Energy|Coal,EJ/yr,7.2591,8.6145,9.4057,9.4195,9.1448,8.9051,8.8377,8.9233,9.6537,10.9021,12.0488,13.1437,,15.2492,,14.4602,,11.5158,,8.8077
1912,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|REF,Primary Energy|Gas,EJ/yr,19.1814,18.5161,18.1443,17.4934,17.7205,19.2758,20.9994,22.0606,22.4572,22.3882,21.3611,20.0115,,16.8929,,14.7647,,12.6675,,10.7715
1913,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|REF,Primary Energy|Oil,EJ/yr,6.4927,8.115,9.2516,9.6242,9.9551,10.4805,10.421,9.3483,7.8235,6.1311,4.6845,3.5056,,1.6015,,0.3147,,0.2518,,0.2439
1914,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|SSA,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1915,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|SSA,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1916,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|SSA,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1917,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|SSA,Primary Energy|Coal,EJ/yr,3.4967,3.6617,3.2823,3.0848,3.8675,6.2377,9.4757,13.4018,19.3678,23.4144,23.2134,23.2663,,23.3811,,23.6205,,23.3889,,22.1861
1918,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|SSA,Primary Energy|Gas,EJ/yr,0.4929,0.7272,0.8614,1.0681,1.5834,2.519,3.71,4.9635,6.1661,7.3745,8.6499,9.8065,,10.5681,,10.1417,,9.6771,,9.9737
1919,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|SSA,Primary Energy|Oil,EJ/yr,2.7304,3.2341,3.7392,4.1007,4.9867,6.6275,8.3961,9.9173,11.4088,13.05,14.5802,15.7326,,17.988,,21.2748,,24.1231,,25.1515
1920,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|USA,Price|Primary Energy|Coal,US$2010/GJ,0.0,1.5378,1.6377,1.8191,2.1055,2.1254,2.2406,2.3934,2.6068,2.8535,2.7838,3.3773,,3.9259,,4.5124,,4.8048,,4.8043
1921,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|USA,Price|Primary Energy|Gas,US$2010/GJ,0.0,3.8833,3.8572,3.6373,4.3694,4.4107,4.9332,5.0942,5.3352,5.7742,5.6343,6.8397,,7.1262,,7.6244,,7.6679,,7.6569
1922,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|USA,Price|Primary Energy|Oil,US$2010/GJ,0.0,9.2135,9.5977,9.8192,10.1626,12.227,11.8322,13.5091,15.1816,16.6518,17.5084,20.5684,,22.9052,,22.1164,,22.5163,,23.0616
1923,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|USA,Primary Energy|Coal,EJ/yr,24.1639,19.2121,14.3837,13.458,12.1964,9.2219,8.2551,8.3333,9.6973,11.7157,13.697,16.0717,,22.1315,,27.3369,,27.6842,,24.2874
1924,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|USA,Primary Energy|Gas,EJ/yr,19.6387,23.1519999999999,26.2458,26.2257,25.8095,25.2768,25.4416,24.2918,23.3467,21.3371,18.2403,15.763,,11.7231,,10.8502,,9.1375,,8.2603
1925,REMIND-MAgPIE 2.1-4.2,Current Policies ,REMIND-MAgPIE 2.1-4.2|USA,Primary Energy|Oil,EJ/yr,40.1973,38.5819,36.1398,34.0477,32.2368,30.7686,29.1518,26.7409,23.0877,18.9723,16.0375,13.2772,,7.1104,,2.4745,,1.1433,,1.4597
